,rider,team,year,age,team_points,key,best-classic-riders,top-gc-riders,top-sprinters,top-time-trial-riders,profile_type,profile_score,profile_vert,scorito,target
19,Boaro Manuele,Tinkoff,2016,29,2003,Boaro Manuele-2016,60.0,190.0,50.0,130.0,2.857142857142857,137.0952380952381,2244.285714285714,10.0,10.0
28,Dombrowski Joe,Cannondale Pro Cycling Team,2016,24,3424,Dombrowski Joe-2016,10.0,286.0,,,2.857142857142857,137.0952380952381,2244.285714285714,24.0,0.0
29,Formolo Davide,Cannondale Pro Cycling Team,2016,23,3424,Formolo Davide-2016,70.0,183.0,,,2.857142857142857,137.0952380952381,2244.285714285714,251.0,286.0
32,Brown Nathan,Cannondale Pro Cycling Team,2016,24,3424,Brown Nathan-2016,18.0,39.0,,32.0,2.857142857142857,137.0952380952381,2244.285714285714,,0.0
36,Dumoulin Tom,Team Giant - Alpecin,2016,25,2063,Dumoulin Tom-2016,104.0,496.0,91.0,838.0,2.857142857142857,137.0952380952381,2244.285714285714,736.0,682.0
38,Haga Chad,Team Giant - Alpecin,2016,27,2063,Haga Chad-2016,15.0,42.0,,20.0,2.857142857142857,137.0952380952381,2244.285714285714,138.0,52.0
40,Preidler Georg,Team Giant - Alpecin,2016,25,2063,Preidler Georg-2016,25.0,,42.0,42.0,2.857142857142857,137.0952380952381,2244.285714285714,178.0,12.0
47,Kangert Tanel,Astana Pro Team,2016,29,3514,Kangert Tanel-2016,78.0,245.0,,90.0,2.857142857142857,137.0952380952381,2244.285714285714,86.0,54.0
48,Zeits Andrey,Astana Pro Team,2016,29,3514,Zeits Andrey-2016,14.0,163.0,,,2.857142857142857,137.0952380952381,2244.285714285714,0.0,54.0
53,Capecchi Eros,Astana Pro Team,2016,29,3514,Capecchi Eros-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,314.0,215.0
54,Nieve Mikel,Team Sky,2016,31,3420,Nieve Mikel-2016,90.0,468.0,,,2.857142857142857,137.0952380952381,2244.285714285714,,315.0
57,Viviani Elia,Team Sky,2016,27,3420,Viviani Elia-2016,158.0,61.0,865.0,18.0,2.857142857142857,137.0952380952381,2244.285714285714,,743.0
58,Knees Christian,Team Sky,2016,35,3420,Knees Christian-2016,17.0,,,51.0,2.857142857142857,137.0952380952381,2244.285714285714,,98.0
60,Roche Nicolas,Team Sky,2016,31,3420,Roche Nicolas-2016,28.0,,,,2.857142857142857,137.0952380952381,2244.285714285714,,42.0
63,Chaves Esteban,Orica GreenEDGE,2016,26,2980,Chaves Esteban-2016,85.0,433.0,,17.0,2.857142857142857,137.0952380952381,2244.285714285714,,445.0
67,Bewley Sam,Orica GreenEDGE,2016,28,2980,Bewley Sam-2016,,35.0,,42.0,2.857142857142857,137.0952380952381,2244.285714285714,,205.0
70,Plaza Rubén,Orica GreenEDGE,2016,36,2980,Plaza Rubén-2016,,,,55.0,2.857142857142857,137.0952380952381,2244.285714285714,44.0,44.0
71,Tuft Svein,Orica GreenEDGE,2016,38,2980,Tuft Svein-2016,,,,20.0,2.857142857142857,137.0952380952381,2244.285714285714,30.0,193.0
75,Battaglin Enrico,Team LottoNL-Jumbo,2016,26,2134,Battaglin Enrico-2016,70.0,45.0,168.0,,2.857142857142857,137.0952380952381,2244.285714285714,158.0,220.0
81,Wellens Tim,Lotto Soudal,2016,24,4426,Wellens Tim-2016,370.0,345.0,,89.0,2.857142857142857,137.0952380952381,2244.285714285714,,120.0
82,Hansen Adam,Lotto Soudal,2016,34,4426,Hansen Adam-2016,20.0,142.0,,,2.857142857142857,137.0952380952381,2244.285714285714,36.0,10.0
84,Roelandts Jürgen,Lotto Soudal,2016,30,4426,Roelandts Jürgen-2016,397.0,,318.0,29.0,2.857142857142857,137.0952380952381,2244.285714285714,,98.0
87,Bak Lars Ytting,Lotto Soudal,2016,36,4426,Bak Lars Ytting-2016,35.0,,53.2,,2.857142857142857,137.0952380952381,2244.285714285714,36.0,10.0
94,Kuznetsov Viacheslav,Team Katusha ,2016,26,2635,Kuznetsov Viacheslav-2016,102.0,,87.0,20.0,2.857142857142857,137.0952380952381,2244.285714285714,92.0,64.0
98,Belkov Maxim,Team Katusha ,2016,31,2635,Belkov Maxim-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,0.0,0.0
100,Brambilla Gianluca,Etixx - Quick Step,2016,28,2200,Brambilla Gianluca-2016,69.0,215.0,,,2.857142857142857,137.0952380952381,2244.285714285714,,70.0
107,Sabatini Fabio,Etixx - Quick Step,2016,31,2200,Sabatini Fabio-2016,15.0,,,,2.857142857142857,137.0952380952381,2244.285714285714,,243.0
108,Geniez Alexandre,FDJ,2016,28,1707,Geniez Alexandre-2016,123.0,290.0,93.6,50.0,2.857142857142857,137.0952380952381,2244.285714285714,0.0,130.0
117,Atapuma Darwin,BMC Racing Team,2016,28,2275,Atapuma Darwin-2016,18.0,276.0,,,2.857142857142857,137.0952380952381,2244.285714285714,,0.0
122,De Marchi Alessandro,BMC Racing Team,2016,29,2275,De Marchi Alessandro-2016,13.0,30.0,,,2.857142857142857,137.0952380952381,2244.285714285714,,42.0
125,Senni Manuel,BMC Racing Team,2016,24,2275,Senni Manuel-2016,10.0,,,12.0,2.857142857142857,137.0952380952381,2244.285714285714,20.0,12.0
126,Ulissi Diego,Lampre - Merida,2016,26,2333,Ulissi Diego-2016,293.0,201.0,134.0,46.0,2.857142857142857,137.0952380952381,2244.285714285714,,30.0
127,Modolo Sacha,Lampre - Merida,2016,28,2333,Modolo Sacha-2016,66.0,176.0,860.0,,2.857142857142857,137.0952380952381,2244.285714285714,160.0,305.0
128,Conti Valerio,Lampre - Merida,2016,23,2333,Conti Valerio-2016,24.0,71.0,39.8,,2.857142857142857,137.0952380952381,2244.285714285714,46.0,95.0
130,Mohorič Matej,Lampre - Merida,2016,21,2333,Mohorič Matej-2016,51.0,15.0,,,2.857142857142857,137.0952380952381,2244.285714285714,34.0,94.0
133,Mori Manuele,Lampre - Merida,2016,35,2333,Mori Manuele-2016,96.0,,,,2.857142857142857,137.0952380952381,2244.285714285714,,34.0
140,Coledan Marco,Trek - Segafredo,2016,27,2178,Coledan Marco-2016,,,33.0,36.0,2.857142857142857,137.0952380952381,2244.285714285714,,0.0
142,Didier Laurent,Trek - Segafredo,2016,31,2178,Didier Laurent-2016,,,,20.0,2.857142857142857,137.0952380952381,2244.285714285714,0.0,0.0
147,Simion Paolo,Bardiani - CSF,2016,23,1119,Simion Paolo-2016,,,67.0,,2.857142857142857,137.0952380952381,2244.285714285714,,108.0
150,Ciccone Giulio,Bardiani - CSF,2016,21,1119,Ciccone Giulio-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,0.0,162.0
151,Andreetta Simone,Bardiani - CSF,2016,22,1119,Andreetta Simone-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,42.0,12.0
152,Maestri Mirco,Bardiani - CSF,2016,24,1119,Maestri Mirco-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,4.0,22.0
153,Laengen Vegard Stake,IAM Cycling,2016,27,1607,Laengen Vegard Stake-2016,41.0,115.0,77.0,69.0,2.857142857142857,137.0952380952381,2244.285714285714,,0.0
162,Mareczko Jakub,Wilier - Southeast,2016,22,1423,Mareczko Jakub-2016,20.0,100.0,706.0,,2.857142857142857,137.0952380952381,2244.285714285714,114.0,136.0
165,Belletti Manuel,Wilier - Southeast,2016,30,1423,Belletti Manuel-2016,306.0,,484.0,,2.857142857142857,137.0952380952381,2244.285714285714,,154.0
166,Bertazzo Liam,Wilier - Southeast,2016,24,1423,Bertazzo Liam-2016,,,241.0,,2.857142857142857,137.0952380952381,2244.285714285714,,4.0
169,Zhupa Eugert,Wilier - Southeast,2016,26,1423,Zhupa Eugert-2016,32.0,,39.0,30.0,2.857142857142857,137.0952380952381,2244.285714285714,15.0,6.0
180,Sbaragli Kristian,Team Dimension Data,2016,25,1804,Sbaragli Kristian-2016,321.0,84.0,483.8,,2.857142857142857,137.0952380952381,2244.285714285714,130.0,78.0
184,Siutsou Kanstantsin,Team Dimension Data,2016,33,1804,Siutsou Kanstantsin-2016,45.0,,,31.0,2.857142857142857,137.0952380952381,2244.285714285714,42.0,10.0
186,Venter Jaco,Team Dimension Data,2016,29,1804,Venter Jaco-2016,,,,12.0,2.857142857142857,137.0952380952381,2244.285714285714,,18.0
188,Antón Igor,Team Dimension Data,2016,33,1804,Antón Igor-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,43.0,0.0
208,Boaro Manuele,Bahrain Merida Pro Cycling Team,2017,30,2364,Boaro Manuele-2017,,90.0,,192.0,2.9523809523809526,134.28571428571428,2570.6190476190477,10.0,10.0
210,Visconti Giovanni,Bahrain Merida Pro Cycling Team,2017,34,2364,Visconti Giovanni-2017,385.0,,104.8,68.0,2.9523809523809526,134.28571428571428,2570.6190476190477,94.0,72.0
214,Siutsou Kanstantsin,Bahrain Merida Pro Cycling Team,2017,34,2364,Siutsou Kanstantsin-2017,57.0,,,50.0,2.9523809523809526,134.28571428571428,2570.6190476190477,42.0,10.0
216,Pinot Thibaut,FDJ,2017,26,1979,Pinot Thibaut-2017,55.0,722.0,,418.0,2.9523809523809526,134.28571428571428,2570.6190476190477,468.0,373.0
217,Reichenbach Sébastien,FDJ,2017,27,1979,Reichenbach Sébastien-2017,119.0,457.0,,52.0,2.9523809523809526,134.28571428571428,2570.6190476190477,142.0,90.0
218,Ladagnous Matthieu,FDJ,2017,32,1979,Ladagnous Matthieu-2017,64.0,124.0,36.8,,2.9523809523809526,134.28571428571428,2570.6190476190477,10.0,0.0
221,Roy Jérémy,FDJ,2017,33,1979,Roy Jérémy-2017,20.0,,,99.0,2.9523809523809526,134.28571428571428,2570.6190476190477,10.0,0.0
222,Morabito Steve,FDJ,2017,34,1979,Morabito Steve-2017,17.0,,,42.0,2.9523809523809526,134.28571428571428,2570.6190476190477,10.0,0.0
224,Bonnet William,FDJ,2017,34,1979,Bonnet William-2017,100.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,10.0,0.0
229,Elissonde Kenny,Team Sky,2017,25,2722,Elissonde Kenny-2017,35.0,90.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,49.0,104.0
230,Puccio Salvatore,Team Sky,2017,27,2722,Puccio Salvatore-2017,44.0,55.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,77.0,98.0
231,Kiryienka Vasil,Team Sky,2017,35,2722,Kiryienka Vasil-2017,,,,436.0,2.9523809523809526,134.28571428571428,2570.6190476190477,117.0,120.0
235,Mohorič Matej,UAE Team Emirates,2017,22,2871,Mohorič Matej-2017,29.0,120.0,87.3,25.0,2.9523809523809526,134.28571428571428,2570.6190476190477,34.0,94.0
236,Polanc Jan,UAE Team Emirates,2017,24,2871,Polanc Jan-2017,56.0,99.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,310.0,32.0
237,Conti Valerio,UAE Team Emirates,2017,24,2871,Conti Valerio-2017,,65.0,32.4,64.0,2.9523809523809526,134.28571428571428,2570.6190476190477,46.0,95.0
238,Modolo Sacha,UAE Team Emirates,2017,29,2871,Modolo Sacha-2017,78.0,61.0,659.4,,2.9523809523809526,134.28571428571428,2570.6190476190477,160.0,305.0
241,Marcato Marco,UAE Team Emirates,2017,33,2871,Marcato Marco-2017,184.0,,252.4,46.0,2.9523809523809526,134.28571428571428,2570.6190476190477,34.0,46.0
246,Pedersen Mads,Trek - Segafredo,2017,21,2941,Pedersen Mads-2017,37.0,50.0,69.0,51.0,2.9523809523809526,134.28571428571428,2570.6190476190477,18.0,74.0
250,Didier Laurent,Trek - Segafredo,2017,32,2941,Didier Laurent-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,0.0
253,Dumoulin Tom,Team Sunweb,2017,26,2929,Dumoulin Tom-2017,,425.0,49.0,1212.0,2.9523809523809526,134.28571428571428,2570.6190476190477,736.0,682.0
254,Haga Chad,Team Sunweb,2017,28,2929,Haga Chad-2017,15.0,49.0,,88.0,2.9523809523809526,134.28571428571428,2570.6190476190477,138.0,52.0
257,Preidler Georg,Team Sunweb,2017,26,2929,Preidler Georg-2017,40.0,,41.0,71.0,2.9523809523809526,134.28571428571428,2570.6190476190477,178.0,12.0
268,Tuft Svein,ORICA-Scott,2017,39,3035,Tuft Svein-2017,,,,87.0,2.9523809523809526,134.28571428571428,2570.6190476190477,30.0,193.0
269,Plaza Rubén,ORICA-Scott,2017,37,3035,Plaza Rubén-2017,,,,20.0,2.9523809523809526,134.28571428571428,2570.6190476190477,44.0,44.0
278,Capecchi Eros,Quick-Step Floors,2017,30,3229,Capecchi Eros-2017,15.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,314.0,215.0
279,Kangert Tanel,Astana Pro Team,2017,30,1765,Kangert Tanel-2017,176.0,418.0,,48.0,2.9523809523809526,134.28571428571428,2570.6190476190477,86.0,54.0
280,Sánchez Luis León,Astana Pro Team,2017,33,1765,Sánchez Luis León-2017,139.0,217.0,76.8,128.0,2.9523809523809526,134.28571428571428,2570.6190476190477,193.0,80.0
281,Bilbao Pello,Astana Pro Team,2017,27,1765,Bilbao Pello-2017,148.0,173.0,81.0,38.0,2.9523809523809526,134.28571428571428,2570.6190476190477,36.0,308.0
283,Zeits Andrey,Astana Pro Team,2017,30,1765,Zeits Andrey-2017,100.0,100.0,,10.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,54.0
287,Pozzovivo Domenico,AG2R La Mondiale,2017,34,1603,Pozzovivo Domenico-2017,54.0,387.0,31.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,340.0,464.0
288,Geniez Alexandre,AG2R La Mondiale,2017,29,1603,Geniez Alexandre-2017,40.0,119.0,,194.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,130.0
289,Jauregui Quentin,AG2R La Mondiale,2017,23,1603,Jauregui Quentin-2017,,30.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,8.0,6.0
290,Bidard François,AG2R La Mondiale,2017,25,1603,Bidard François-2017,,25.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,0.0
291,Dupont Hubert,AG2R La Mondiale,2017,36,1603,Dupont Hubert-2017,,,38.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,42.0,6.0
292,Montaguti Matteo,AG2R La Mondiale,2017,33,1603,Montaguti Matteo-2017,84.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,42.0,20.0
296,Hermans Ben,BMC Racing Team,2017,30,3840,Hermans Ben-2017,83.0,333.0,,49.0,2.9523809523809526,134.28571428571428,2570.6190476190477,72.0,30.0
297,Dennis Rohan,BMC Racing Team,2017,26,3840,Dennis Rohan-2017,,239.0,74.0,641.0,2.9523809523809526,134.28571428571428,2570.6190476190477,20.0,296.0
303,Ventoso Francisco José,BMC Racing Team,2017,34,3840,Ventoso Francisco José-2017,42.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,20.0,42.0
304,Senni Manuel,BMC Racing Team,2017,25,3840,Senni Manuel-2017,10.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,20.0,12.0
305,Formolo Davide,Cannondale-Drapac Pro Cycling Team,2017,24,2419,Formolo Davide-2017,13.0,327.0,,10.0,2.9523809523809526,134.28571428571428,2570.6190476190477,251.0,286.0
307,Carthy Hugh,Cannondale-Drapac Pro Cycling Team,2017,22,2419,Carthy Hugh-2017,75.0,216.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,16.0,0.0
308,Woods Michael,Cannondale-Drapac Pro Cycling Team,2017,30,2419,Woods Michael-2017,168.0,153.0,39.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,112.0,136.0
309,Villella Davide,Cannondale-Drapac Pro Cycling Team,2017,25,2419,Villella Davide-2017,266.0,115.0,,22.0,2.9523809523809526,134.28571428571428,2570.6190476190477,34.0,54.0
310,Dombrowski Joe,Cannondale-Drapac Pro Cycling Team,2017,25,2419,Dombrowski Joe-2017,,109.0,,70.0,2.9523809523809526,134.28571428571428,2570.6190476190477,24.0,0.0
316,Campenaerts Victor,Team LottoNL-Jumbo,2017,25,2117,Campenaerts Victor-2017,,36.0,,256.0,2.9523809523809526,134.28571428571428,2570.6190476190477,10.0,86.0
317,Battaglin Enrico,Team LottoNL-Jumbo,2017,27,2117,Battaglin Enrico-2017,57.0,35.0,79.4,,2.9523809523809526,134.28571428571428,2570.6190476190477,158.0,220.0
323,Gonçalves José,Team Katusha Alpecin,2017,28,1844,Gonçalves José-2017,38.0,183.0,187.0,86.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,198.0
326,Kuznetsov Viacheslav,Team Katusha Alpecin,2017,27,1844,Kuznetsov Viacheslav-2017,162.0,,170.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,92.0,64.0
328,Belkov Maxim,Team Katusha Alpecin,2017,32,1844,Belkov Maxim-2017,,,,25.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,0.0
333,Maestri Mirco,Bardiani - CSF,2017,25,962,Maestri Mirco-2017,,50.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,4.0,22.0
334,Ciccone Giulio,Bardiani - CSF,2017,22,962,Ciccone Giulio-2017,51.0,36.0,52.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,162.0
338,Barbin Enrico,Bardiani - CSF,2017,27,962,Barbin Enrico-2017,47.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,48.0,75.0
339,Andreetta Simone,Bardiani - CSF,2017,23,962,Andreetta Simone-2017,35.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,42.0,12.0
341,Hansen Adam,Lotto Soudal,2017,35,2722,Hansen Adam-2017,,145.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,36.0,10.0
347,Bak Lars Ytting,Lotto Soudal,2017,37,2722,Bak Lars Ytting-2017,35.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,36.0,10.0
350,Konrad Patrick,BORA - hansgrohe,2017,25,1791,Konrad Patrick-2017,64.0,132.0,48.4,,2.9523809523809526,134.28571428571428,2570.6190476190477,133.0,276.0
351,Bennett Sam,BORA - hansgrohe,2017,26,1791,Bennett Sam-2017,309.0,118.0,504.0,18.0,2.9523809523809526,134.28571428571428,2570.6190476190477,301.0,548.0
354,Benedetti Cesare,BORA - hansgrohe,2017,29,1791,Benedetti Cesare-2017,44.0,55.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,53.0,30.0
355,Selig Rüdiger,BORA - hansgrohe,2017,28,1791,Selig Rüdiger-2017,15.0,45.0,121.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,151.0,30.0
359,Hirt Jan,CCC Sprandi Polkowice ,2017,26,1033,Hirt Jan-2017,,105.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,112.0,54.0
360,Großschartner Felix,CCC Sprandi Polkowice ,2017,23,1033,Großschartner Felix-2017,30.0,79.0,,34.0,2.9523809523809526,134.28571428571428,2570.6190476190477,28.0,98.0
377,Berhane Natnael,Team Dimension Data,2017,26,2158,Berhane Natnael-2017,85.0,63.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,22.0,0.0
378,Sbaragli Kristian,Team Dimension Data,2017,26,2158,Sbaragli Kristian-2017,186.0,50.0,355.2,,2.9523809523809526,134.28571428571428,2570.6190476190477,130.0,78.0
381,Gibbons Ryan,Team Dimension Data,2017,22,2158,Gibbons Ryan-2017,43.0,,34.0,16.0,2.9523809523809526,134.28571428571428,2570.6190476190477,215.0,118.0
383,Antón Igor,Team Dimension Data,2017,34,2158,Antón Igor-2017,76.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,43.0,0.0
389,Mareczko Jakub,Wilier Triestina - Selle Italia,2017,23,1391,Mareczko Jakub-2017,39.0,,886.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,114.0,136.0
392,Zhupa Eugert,Wilier Triestina - Selle Italia,2017,27,1391,Zhupa Eugert-2017,33.0,,46.0,60.0,2.9523809523809526,134.28571428571428,2570.6190476190477,15.0,6.0
393,Fonzi Giuseppe,Wilier Triestina - Selle Italia,2017,25,1391,Fonzi Giuseppe-2017,,,36.0,26.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,0.0
395,Froome Chris,Team Sky,2018,32,4577,Froome Chris-2018,,1113.0,96.1,668.0,3.142857142857143,135.47619047619048,2437.4761904761904,,564.0
396,Poels Wout,Team Sky,2018,30,4577,Poels Wout-2018,45.0,532.0,,114.0,3.142857142857143,135.47619047619048,2437.4761904761904,,212.0
398,Puccio Salvatore,Team Sky,2018,28,4577,Puccio Salvatore-2018,23.0,60.0,,13.0,3.142857142857143,135.47619047619048,2437.4761904761904,77.0,98.0
399,Elissonde Kenny,Team Sky,2018,26,4577,Elissonde Kenny-2018,16.0,50.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,49.0,104.0
400,Kiryienka Vasil,Team Sky,2018,36,4577,Kiryienka Vasil-2018,77.0,,,704.0,3.142857142857143,135.47619047619048,2437.4761904761904,117.0,120.0
401,Henao Sergio,Team Sky,2018,30,4577,Henao Sergio-2018,340.0,,,50.0,3.142857142857143,135.47619047619048,2437.4761904761904,,142.0
402,Knees Christian,Team Sky,2018,37,4577,Knees Christian-2018,18.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,98.0
403,Yates Simon,Mitchelton-Scott,2018,25,3123,Yates Simon-2018,97.0,849.0,,71.0,3.142857142857143,135.47619047619048,2437.4761904761904,,893.0
404,Nieve Mikel,Mitchelton-Scott,2018,33,3123,Nieve Mikel-2018,84.0,336.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,315.0
405,Chaves Esteban,Mitchelton-Scott,2018,28,3123,Chaves Esteban-2018,,274.0,42.8,,3.142857142857143,135.47619047619048,2437.4761904761904,,445.0
406,Haig Jack,Mitchelton-Scott,2018,24,3123,Haig Jack-2018,74.0,246.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,211.0
408,Bewley Sam,Mitchelton-Scott,2018,30,3123,Bewley Sam-2018,,30.0,,14.0,3.142857142857143,135.47619047619048,2437.4761904761904,,205.0
409,Tuft Svein,Mitchelton-Scott,2018,40,3123,Tuft Svein-2018,,,,46.0,3.142857142857143,135.47619047619048,2437.4761904761904,30.0,193.0
410,Kreuziger Roman,Mitchelton-Scott,2018,31,3123,Kreuziger Roman-2018,143.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,223.0
411,Wellens Tim,Lotto Fix All,2018,26,3137,Wellens Tim-2018,616.0,673.0,189.8,91.0,3.142857142857143,135.47619047619048,2437.4761904761904,,120.0
412,Armée Sander,Lotto Fix All,2018,32,3137,Armée Sander-2018,,290.0,78.0,,3.142857142857143,135.47619047619048,2437.4761904761904,,10.0
414,Campenaerts Victor,Lotto Fix All,2018,26,3137,Campenaerts Victor-2018,61.0,93.0,34.6,356.0,3.142857142857143,135.47619047619048,2437.4761904761904,10.0,86.0
415,Hansen Adam,Lotto Fix All,2018,36,3137,Hansen Adam-2018,,81.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,36.0,10.0
416,Debusschere Jens,Lotto Fix All,2018,28,3137,Debusschere Jens-2018,158.0,18.0,374.4,,3.142857142857143,135.47619047619048,2437.4761904761904,,126.0
417,Bak Lars Ytting,Lotto Fix All,2018,38,3137,Bak Lars Ytting-2018,33.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,36.0,10.0
418,Frison Frederik,Lotto Fix All,2018,25,3137,Frison Frederik-2018,26.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,10.0
419,Dumoulin Tom,Team Sunweb,2018,27,2736,Dumoulin Tom-2018,235.0,669.0,,716.0,3.142857142857143,135.47619047619048,2437.4761904761904,736.0,682.0
420,Oomen Sam,Team Sunweb,2018,22,2736,Oomen Sam-2018,96.0,337.0,,84.0,3.142857142857143,135.47619047619048,2437.4761904761904,,240.0
421,Hofstede Lennard,Team Sunweb,2018,23,2736,Hofstede Lennard-2018,23.0,109.0,37.0,,3.142857142857143,135.47619047619048,2437.4761904761904,,24.0
422,Hamilton Chris,Team Sunweb,2018,22,2736,Hamilton Chris-2018,20.0,76.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,24.0
423,Haga Chad,Team Sunweb,2018,29,2736,Haga Chad-2018,,55.0,,128.0,3.142857142857143,135.47619047619048,2437.4761904761904,138.0,52.0
424,Vervaeke Louis,Team Sunweb,2018,24,2736,Vervaeke Louis-2018,87.0,44.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,24.0
425,Curvers Roy,Team Sunweb,2018,38,2736,Curvers Roy-2018,23.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,24.0
427,Pozzovivo Domenico,Bahrain Merida Pro Cycling Team,2018,35,3094,Pozzovivo Domenico-2018,159.0,640.0,50.7,50.0,3.142857142857143,135.47619047619048,2437.4761904761904,340.0,464.0
428,Mohorič Matej,Bahrain Merida Pro Cycling Team,2018,23,3094,Mohorič Matej-2018,150.0,158.0,66.4,,3.142857142857143,135.47619047619048,2437.4761904761904,34.0,94.0
429,Novak Domen,Bahrain Merida Pro Cycling Team,2018,22,3094,Novak Domen-2018,,57.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,10.0
430,Boaro Manuele,Bahrain Merida Pro Cycling Team,2018,31,3094,Boaro Manuele-2018,,45.0,,18.0,3.142857142857143,135.47619047619048,2437.4761904761904,10.0,10.0
431,Nibali Antonio,Bahrain Merida Pro Cycling Team,2018,25,3094,Nibali Antonio-2018,,43.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,10.0
432,Bonifazio Niccolò,Bahrain Merida Pro Cycling Team,2018,24,3094,Bonifazio Niccolò-2018,104.0,16.0,405.0,,3.142857142857143,135.47619047619048,2437.4761904761904,,172.0
433,Siutsou Kanstantsin,Bahrain Merida Pro Cycling Team,2018,35,3094,Siutsou Kanstantsin-2018,,,,21.0,3.142857142857143,135.47619047619048,2437.4761904761904,42.0,10.0
434,Visconti Giovanni,Bahrain Merida Pro Cycling Team,2018,35,3094,Visconti Giovanni-2018,205.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,94.0,72.0
435,Meintjes Louis,Team Dimension Data,2018,26,1425,Meintjes Louis-2018,25.0,617.0,,23.0,3.142857142857143,135.47619047619048,2437.4761904761904,,18.0
437,Berhane Natnael,Team Dimension Data,2018,27,1425,Berhane Natnael-2018,25.0,47.0,,25.0,3.142857142857143,135.47619047619048,2437.4761904761904,22.0,0.0
438,King Ben,Team Dimension Data,2018,29,1425,King Ben-2018,,23.0,,10.0,3.142857142857143,135.47619047619048,2437.4761904761904,,20.0
439,Gibbons Ryan,Team Dimension Data,2018,23,1425,Gibbons Ryan-2018,15.0,,375.4,,3.142857142857143,135.47619047619048,2437.4761904761904,215.0,118.0
441,Venter Jaco,Team Dimension Data,2018,31,1425,Venter Jaco-2018,23.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,18.0
442,Antón Igor,Team Dimension Data,2018,35,1425,Antón Igor-2018,17.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,43.0,0.0
443,López Miguel Ángel,Astana Pro Team,2018,24,3870,López Miguel Ángel-2018,,566.0,,62.0,3.142857142857143,135.47619047619048,2437.4761904761904,,521.0
444,Lutsenko Alexey,Astana Pro Team,2018,25,3870,Lutsenko Alexey-2018,236.0,345.0,47.2,65.0,3.142857142857143,135.47619047619048,2437.4761904761904,,54.0
445,Sánchez Luis León,Astana Pro Team,2018,34,3870,Sánchez Luis León-2018,179.0,337.0,103.2,138.0,3.142857142857143,135.47619047619048,2437.4761904761904,193.0,80.0
